team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,icetime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DAL,2024,DAL,DAL,Team Level,other,82,0.51,0.46,0.44,10179,110.79,35.42,7.3,19.31,3.69,52.17,33.12,33.65,35.42,33.65,109,42,74,225,36,11,2,19,1,43,41,73,115,7,14,105,28,16,27,61,34,56,2.5,4.4,28.52,3,5,28,225,151,151,12,2.11,2.85,2.85,34.67,34.67,33.32,142.15,34.48,10.11,23.87,4.79,79.72,41.03,30.19,34.48,30.19,113,81,68,262,26,13,2,14,2,80,59,87,168,2,4,117,34,25,28,95,51,48,3.65,6.44,24.4,3,7,16,262,194,194,11,2.98,3.77,3.77,33.7,33.7,31.15
DAL,2024,DAL,DAL,Team Level,all,82,0.52,0.5,0.49,297658,2542.88,269.84,169.99,618.55,86.99,1346.27,976.36,257.49,271.48,259.07,2325,1143,1453,4921,275,281,35,463,10,1109,1330,2050,3193,246,526,2527,1245,373,1340,2423,752,293,72.71,95.45,101.68,83,101,91,4966.59,3468,3497.66,633,37.84,55.21,55.21,252.47,253.99,247.52,2625.27,253.45,170.95,641.07,88.03,1409.42,1026.08,240.65,252.35,239.6,2382,1207,1262,4851,222,243,29,524,10,1130,1460,2160,3367,260,571,2320,2081,440,1267,2643,661,285,76.34,79.53,97.59,75,76,71,4806.45,3589,3559.98,552,37.85,50.82,50.82,240.49,239.33,233.09
DAL,2024,DAL,DAL,Team Level,5on5,82,0.5,0.5,0.48,241609,1979.71,177.45,124.95,506.54,68.12,1049.47,777.47,171.28,179.09,172.86,1799,905,1176,3880,182,218,25,368,6,858,1072,1617,2522,213,458,2011,1160,322,1198,1966,572,166,59.63,72.73,45.09,75,74,33,3925.59,2704,2733.66,577,25.96,39.15,39.72,163.69,165.21,162.54,2106.93,177.15,130.34,538.65,70.53,1122.58,841.74,170.77,176.06,169.73,1899,982,1071,3952,156,195,25,436,8,888,1198,1743,2725,239,527,1782,1963,369,1129,2179,518,184,63,62.12,52.03,61,61,34,3907.45,2881,2851.98,506,27.03,39.05,39.27,164.91,163.76,161.27
DAL,2024,DAL,DAL,Team Level,4on5,82,0.13,0.14,0.16,21375,63.24,5.43,2.85,9.58,1.87,19.32,43.96,5.28,5.43,5.28,71,12,5,88,6,3,1,7,0,14,53,65,77,9,18,177,36,13,41,60,16,7,1.67,1.96,1.8,1,3,2,88,83,83,35,0.66,0.53,0.53,5.56,5.56,5.45,311.58,36.62,27.39,68.63,10.55,185.76,97.04,34.57,36.62,34.57,295,131,120,546,36,32,2,71,0,151,136,259,390,15,32,216,26,15,73,305,73,48,8.23,8.54,19.85,9,7,20,546,426,426,8,7.13,7.57,7.57,36.17,36.17,35.04
DAL,2024,DAL,DAL,Team Level,5on4,82,0.91,0.89,0.86,24495,389.14,51.55,34.9,83.12,13.3,225.31,121.82,47.28,51.55,47.28,346,184,198,728,51,49,7,69,3,194,164,295,479,17,36,234,21,22,74,336,130,64,8.92,16.36,26.26,4,19,28,728,530,530,9,9.12,12.68,12.11,48.56,48.56,46.22,64.6,5.19,3.11,9.91,2.16,21.37,46.27,5.12,5.19,5.12,75,13,3,91,4,3,0,3,0,11,67,71,84,4,8,205,58,31,37,64,19,5,1.46,2.43,1.31,2,1,1,91,88,88,27,0.72,0.44,0.21,5.69,5.69,5.63
CHI,2024,CHI,CHI,Team Level,other,82,0.39,0.49,0.45,8511,112.76,26.09,8.51,20.39,3.93,61.7,33.38,23.09,26.09,23.09,103,51,67,221,28,13,4,11,0,53,49,75,126,8,16,99,16,5,26,78,36,40,3.13,4.42,18.55,5,6,17,221,154,154,7,2.57,4.86,4.86,23.8,23.8,21.76,133.02,40.06,9.6,22.54,4.51,68.75,40.61,37.99,40.06,37.99,137,50,42,229,38,19,3,12,0,69,49,99,149,6,12,98,17,11,29,85,40,62,3.44,5.11,31.5,3,4,31,229,187,187,18,2.77,4.45,4.82,37.95,37.95,36.66
CHI,2024,CHI,CHI,Team Level,all,82,0.43,0.44,0.44,297870,2136.91,206.05,141.98,511.84,70.91,1148.44,846.79,196.19,206.03,196.22,2005,921,1117,4043,224,206,26,377,4,853,1262,1781,2702,261,595,1963,1533,413,1192,2160,528,238,60.68,65.81,79.56,88,76,60,4008.97,2926,2910.28,576,31.33,42.42,42.42,194.96,195.03,189.39,2754.49,278.64,189.37,659.71,92.88,1503.15,1069.31,265.65,280.71,267.63,2552,1242,1354,5148,292,308,32,482,5,1179,1528,2260,3502,231,523,2423,1734,391,1189,2782,690,322,81.3,87.45,109.88,111,102,79,5195.68,3794,3827.66,539,41.78,61.38,61.38,258.97,260.56,254.11
CHI,2024,CHI,CHI,Team Level,5on5,82,0.43,0.44,0.44,250339,1748.17,145.03,111.3,435.71,58.1,943.2,705.66,140.41,145.01,140.45,1635,764,954,3353,151,169,20,326,4,694,1055,1484,2248,244,558,1559,1466,360,1060,1828,423,148,50.31,52.81,41.91,74,55,22,3318.97,2399,2383.28,525,22.97,32.73,32.73,135.28,135.34,133.61,2236.64,191.53,147.21,557.55,75.56,1223.26,894.89,184.02,193.61,186,2057,1033,1160,4250,207,242,25,405,5,944,1287,1850,2883,207,472,1935,1644,345,1058,2343,545,202,68.29,69.51,53.73,99,79,29,4297.68,3090,3123.66,487,30.5,46.13,46.13,175.9,177.49,174.19
CHI,2024,CHI,CHI,Team Level,4on5,82,0.11,0.13,0.15,22328,59.34,5.29,2.98,8.55,1.81,18.64,41.74,5.16,5.29,5.16,64,15,10,89,5,3,0,5,0,6,60,59,74,2,7,167,35,30,40,57,16,6,1.45,2.11,1.72,2,3,0,89,79,79,37,0.69,0.89,0.89,5.08,5.08,5.07,338.72,42.94,30.47,73.05,11.43,197.04,102.06,39.6,42.94,39.6,314,143,144,601,40,45,4,63,0,159,150,274,417,8,19,225,27,21,69,312,91,54,8.4,10.98,23.56,7,15,18,601,457,457,8,8.03,10.42,10.23,40.75,40.75,38.93
CHI,2024,CHI,CHI,Team Level,5on4,82,0.88,0.85,0.83,16692,216.64,29.64,19.19,47.19,7.06,124.9,66.02,27.52,29.64,27.52,203,91,86,380,40,21,2,35,0,100,98,163,254,7,14,138,16,18,66,197,53,44,5.8,6.46,17.38,7,12,21,380,294,294,7,5.09,3.93,3.93,30.8,30.8,28.95,46.11,4.09,2.09,6.57,1.39,14.1,31.75,4.04,4.09,4.04,44,16,8,68,7,2,0,2,0,7,42,37,53,10,20,165,46,14,33,42,14,4,1.16,1.84,1.08,2,4,1,68,60,60,26,0.48,0.39,0.21,4.36,4.36,4.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Total Team 5v4 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,371.6833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
